transaction_id,event_time,customer_id,account_id,transaction_type,channel,amount,currency,card_token,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country
QPY-T000466894,2026-04-30T04:29:06.595Z,QPY-C001412,QPY-A001412,CARD_PAYMENT,ECOM,14.12,EUR,tok_K001813,M000848,5999,ES,,,D002015,175.151.71.152,ES
QPY-T000466895,2026-04-30T04:29:26.420Z,QPY-C000800,QPY-A000800,CARD_PAYMENT,ECOM,12.57,EUR,tok_K001018,M001056,5999,DE,,,D001146,70.178.16.184,DE
QPY-T000466896,2026-04-30T04:30:54.780Z,QPY-C000217,QPY-A000217,CARD_PAYMENT,ECOM,277.29,EUR,tok_K000272,M000170,7011,FR,,,D000310,175.27.74.59,FR
QPY-T000466897,2026-04-30T04:31:16.413Z,QPY-C000440,QPY-A000440,CARD_PAYMENT,ECOM,2.99,EUR,tok_K000557,M000877,5812,ES,,,D005014,175.21.47.235,ES
QPY-T000466898,2026-04-30T04:32:39.272Z,QPY-C002686,QPY-A002686,CARD_PAYMENT,ECOM,8.65,EUR,tok_K003487,M000154,5411,ES,,,D003834,175.143.228.239,ES
QPY-T000466899,2026-04-30T04:38:17.647Z,QPY-C001847,QPY-A001847,CARD_PAYMENT,ECOM,71.09,EUR,tok_K002383,M000359,5541,DE,,,D002652,70.162.144.22,DE
QPY-T000466900,2026-04-30T04:42:14.451Z,QPY-C001796,QPY-A001796,CARD_PAYMENT,ECOM,6.29,EUR,tok_K002318,M000656,4111,ES,,,D002582,175.164.98.92,ES
QPY-T000466901,2026-04-30T04:45:54.248Z,QPY-C002049,QPY-A002049,CARD_PAYMENT,ECOM,185.44,EUR,tok_K002650,M001228,5732,FR,,,D002935,175.138.218.175,FR
QPY-T000466902,2026-04-30T04:47:07.864Z,QPY-C002510,QPY-A002510,CARD_PAYMENT,POS,29.77,EUR,tok_K003254,M000666,5812,DE,,,,,
QPY-T000466903,2026-04-30T04:47:34.868Z,QPY-C001023,QPY-A001023,CARD_PAYMENT,ECOM,19.90,EUR,tok_K001307,M001299,5999,FR,,,D001465,175.228.235.211,FR
QPY-T000466904,2026-04-30T04:47:59.669Z,QPY-C001269,QPY-A001269,CARD_PAYMENT,ECOM,9.33,EUR,tok_K001625,M001126,5816,DE,,,D001811,70.205.44.116,DE
QPY-T000466905,2026-04-30T04:48:57.627Z,QPY-C001964,QPY-A001964,CARD_PAYMENT,ECOM,11.16,EUR,tok_K002539,M000767,5691,ES,,,D002811,175.15.220.6,ES
QPY-T000466906,2026-04-30T04:53:26.850Z,QPY-C001728,QPY-A001728,CARD_PAYMENT,ECOM,49.00,EUR,tok_K002225,M001299,5999,FR,,,D002485,175.175.153.102,FR
QPY-T000466907,2026-04-30T04:54:16.260Z,QPY-C000070,QPY-A000070,TRANSFER,MOBILE,261.26,EUR,,,,,B008955,ES,D000095,175.22.106.206,ES
QPY-T000466908,2026-04-30T04:54:49.043Z,QPY-C001980,QPY-A001980,CARD_PAYMENT,ECOM,498.68,EUR,tok_K002559,M000952,4511,FR,,,D002831,175.224.178.62,FR
QPY-T000466909,2026-04-30T04:54:56.573Z,QPY-C000212,QPY-A000212,TRANSFER,WEB,104.47,EUR,,,,,B000531,FR,D000302,175.118.232.29,FR
QPY-T000466910,2026-04-30T04:56:23.603Z,QPY-C002472,QPY-A002472,CARD_PAYMENT,ECOM,76.27,EUR,tok_K003202,M000254,5816,IT,,,D005320,30.1.216.240,IT
QPY-T000466911,2026-04-30T04:57:31.641Z,QPY-C002930,QPY-A002930,CARD_PAYMENT,ECOM,250.00,EUR,tok_K003800,M001301,5999,DE,,,D004160,175.39.126.151,FR
QPY-T000466912,2026-04-30T04:58:17.479Z,QPY-C003305,QPY-A003305,CARD_PAYMENT,ECOM,19.90,EUR,tok_K004283,M001297,5999,DE,,,D004687,175.231.202.1,FR
QPY-T000466913,2026-04-30T04:58:35.749Z,QPY-C001244,QPY-A001244,CARD_PAYMENT,ECOM,22.36,EUR,tok_K001595,M000722,5411,FR,,,D001774,175.129.39.107,FR
QPY-T000466914,2026-04-30T04:58:47.835Z,QPY-C001406,QPY-A001406,CARD_PAYMENT,ECOM,22.04,EUR,tok_K001805,M000670,5812,ES,,,D002007,175.179.224.70,ES
QPY-T000466915,2026-04-30T05:06:08.475Z,QPY-C000095,QPY-A000095,CARD_PAYMENT,ECOM,11.19,EUR,tok_K000114,M000294,5812,ES,,,D004962,175.228.128.183,ES
QPY-T000466916,2026-04-30T05:11:29.728Z,QPY-C002192,QPY-A002192,CARD_PAYMENT,ECOM,114.13,EUR,tok_K002836,M000706,5732,FR,,,D005609,154.17.247.123,NG
QPY-T000466917,2026-04-30T05:12:33.200Z,QPY-C000930,QPY-A000930,CARD_PAYMENT,ECOM,37.92,EUR,tok_K001188,M000076,5999,ES,,,D001337,175.227.146.31,ES
QPY-T000466918,2026-04-30T05:14:53.750Z,QPY-C002948,QPY-A002948,CARD_PAYMENT,ECOM,25.34,EUR,tok_K003821,M000525,7995,ES,,,D004191,175.67.66.71,ES
QPY-T000466919,2026-04-30T05:21:14.573Z,QPY-C003143,QPY-A003143,TRANSFER,MOBILE,258.98,EUR,,,,,B019149,IT,D004464,30.141.87.166,IT
QPY-T000466920,2026-04-30T05:22:16.082Z,QPY-C002483,QPY-A002483,CARD_PAYMENT,ECOM,378.39,EUR,tok_K003218,M000657,5411,DE,,,D003557,70.60.49.123,DE
QPY-T000466921,2026-04-30T05:25:54.938Z,QPY-C002764,QPY-A002764,TRANSFER,MOBILE,48.03,EUR,,,,,B006914,FR,D003938,175.31.124.23,FR
QPY-T000466922,2026-04-30T05:28:03.450Z,QPY-C000758,QPY-A000758,CARD_PAYMENT,ECOM,7.75,EUR,tok_K000969,M000977,5816,FR,,,D001082,175.193.57.164,FR
QPY-T000466923,2026-04-30T05:30:00.866Z,QPY-C002616,QPY-A002616,CARD_PAYMENT,ECOM,9.59,EUR,tok_K003397,M001130,5816,FR,,,D003740,175.248.53.198,FR
QPY-T000466924,2026-04-30T05:32:01.158Z,QPY-C003276,QPY-A003276,CARD_PAYMENT,ECOM,20.50,EUR,tok_K004247,M000153,5411,FR,,,D004646,175.126.207.90,FR
QPY-T000466925,2026-04-30T05:32:20.267Z,QPY-C001770,QPY-A001770,CARD_PAYMENT,ECOM,40.53,EUR,tok_K002283,M000302,5691,ES,,,D002548,175.215.56.58,ES
QPY-T000466926,2026-04-30T05:34:40.709Z,QPY-C000275,QPY-A000275,CARD_PAYMENT,ECOM,22.83,EUR,tok_K000342,M000776,5816,PT,,,D000389,79.89.43.176,PT
QPY-T000466927,2026-04-30T05:36:19.175Z,QPY-C001763,QPY-A001763,CARD_PAYMENT,ECOM,44.03,EUR,tok_K002273,M001195,5812,FR,,,D002540,175.109.143.221,FR
QPY-T000466928,2026-04-30T05:45:31.096Z,QPY-C003128,QPY-A003128,CARD_PAYMENT,ECOM,20.22,EUR,tok_K004056,M000972,5541,ES,,,D004445,175.120.76.201,ES
QPY-T000466929,2026-04-30T05:46:13.854Z,QPY-C002378,QPY-A002378,CARD_PAYMENT,ECOM,19.10,EUR,tok_K003080,M000516,5411,FR,,,D003401,175.232.207.199,FR
QPY-T000466930,2026-04-30T05:47:51.353Z,QPY-C002517,QPY-A002517,CARD_PAYMENT,ECOM,17.78,EUR,tok_K003264,M000537,4111,ES,,,D003600,175.112.117.172,ES
QPY-T000466931,2026-04-30T05:48:54.958Z,QPY-C000903,QPY-A000903,CARD_PAYMENT,ECOM,18.64,EUR,tok_K001152,M000820,5812,IT,,,D001297,30.71.190.47,IT
QPY-T000466932,2026-04-30T05:49:04.681Z,QPY-C003202,QPY-A003202,CARD_PAYMENT,ECOM,6.26,EUR,tok_K004151,M000232,5999,ES,,,D004545,175.38.133.14,ES
QPY-T000466933,2026-04-30T05:49:26.066Z,QPY-C000701,QPY-A000701,CARD_PAYMENT,ECOM,31.74,EUR,tok_K000895,M000865,5411,PT,,,D001000,79.82.240.61,PT
QPY-T000466934,2026-04-30T05:53:32.909Z,QPY-C000092,QPY-A000092,CARD_PAYMENT,ECOM,31.65,EUR,tok_K000111,M000346,5411,IT,,,D000127,30.170.136.89,IT
QPY-T000466935,2026-04-30T05:55:00.439Z,QPY-C003149,QPY-A003149,CARD_PAYMENT,ECOM,17.47,EUR,tok_K004086,M001156,5411,ES,,,D004471,175.67.15.80,ES
QPY-T000466936,2026-04-30T05:55:32.608Z,QPY-C001944,QPY-A001944,CARD_PAYMENT,ECOM,85.62,EUR,tok_K002512,M001220,5732,ES,,,D002785,175.101.116.211,ES
QPY-T000466937,2026-04-30T05:57:41.366Z,QPY-C001583,QPY-A001583,CARD_PAYMENT,ECOM,26.70,EUR,tok_K002030,M000281,5541,FR,,,D005182,175.220.62.169,FR
QPY-T000466938,2026-04-30T06:00:00.000Z,QPY-C002971,QPY-A002971,CARD_PAYMENT,ECOM,29.99,EUR,tok_K003847,M000462,5812,FR,,,D005403,175.46.213.186,FR
QPY-T000466939,2026-04-30T06:00:01.000Z,QPY-C000422,QPY-A000422,CARD_PAYMENT,ECOM,16.38,EUR,tok_K000531,M000295,5999,IT,,,D000593,30.164.56.27,IT
QPY-T000466940,2026-04-30T06:00:01.000Z,QPY-C002514,QPY-A002514,CARD_PAYMENT,ECOM,30.00,EUR,tok_K003260,M000839,5411,ES,,,D003596,175.43.108.180,ES
QPY-T000466941,2026-04-30T06:00:01.000Z,QPY-C002629,QPY-A002629,CARD_PAYMENT,POS,7.64,EUR,tok_K003412,M001223,8398,ES,,,,,
QPY-T000466942,2026-04-30T06:00:02.000Z,QPY-C000185,QPY-A000185,CARD_PAYMENT,ECOM,15.54,EUR,tok_K000225,M000741,5411,ES,,,D000259,175.249.211.76,ES
QPY-T000466943,2026-04-30T06:00:03.000Z,QPY-C000113,QPY-A000113,CARD_PAYMENT,ECOM,29.74,EUR,tok_K000137,M000965,5541,FR,,,D000157,175.155.9.160,FR
QPY-T000466944,2026-04-30T06:00:03.000Z,QPY-C000599,QPY-A000599,CARD_PAYMENT,ECOM,54.68,EUR,tok_K000765,M001077,5411,PT,,,D000851,79.125.253.161,PT
QPY-T000466945,2026-04-30T06:00:03.000Z,QPY-C003213,QPY-A003213,CARD_PAYMENT,ECOM,20.40,EUR,tok_K004167,M000251,5411,FR,,,D004562,175.13.227.155,FR
QPY-T000466946,2026-04-30T06:00:05.000Z,QPY-C000342,QPY-A000342,CARD_PAYMENT,ECOM,141.87,EUR,tok_K000429,M000790,5732,ES,,,D000482,175.108.8.27,ES
QPY-T000466947,2026-04-30T06:00:05.000Z,QPY-C001769,QPY-A001769,CARD_PAYMENT,ECOM,49.96,EUR,tok_K002282,M000477,5411,ES,,,D005217,175.193.207.161,ES
QPY-T000466948,2026-04-30T06:00:06.000Z,QPY-C002633,QPY-A002633,CARD_PAYMENT,ECOM,17.17,EUR,tok_K003418,M000717,5999,DE,,,D003763,70.186.254.217,DE
QPY-T000466949,2026-04-30T06:00:07.000Z,QPY-C000177,QPY-A000177,CARD_PAYMENT,ECOM,66.98,EUR,tok_K000215,M000976,5999,ES,,,D000248,175.31.106.201,ES
QPY-T000466950,2026-04-30T06:00:07.000Z,QPY-C000882,QPY-A000882,CARD_PAYMENT,ECOM,7.49,EUR,tok_K001122,M000834,8398,DE,,,D001268,70.58.118.94,DE
QPY-T000466951,2026-04-30T06:00:07.000Z,QPY-C001973,QPY-A001973,CARD_PAYMENT,ECOM,13.51,EUR,tok_K002548,M000809,5812,IT,,,D002823,30.184.47.167,IT
QPY-T000466952,2026-04-30T06:00:08.000Z,QPY-C002249,QPY-A002249,CARD_PAYMENT,ECOM,29.00,EUR,tok_K002913,M000961,5411,PT,,,D003219,79.189.233.209,PT
QPY-T000466953,2026-04-30T06:00:10.000Z,QPY-C000673,QPY-A000673,CARD_PAYMENT,ECOM,14.48,EUR,tok_K000861,M001014,5816,DE,,,D000962,70.251.53.230,DE
QPY-T000466954,2026-04-30T06:00:10.000Z,QPY-C001390,QPY-A001390,CARD_PAYMENT,ECOM,20.73,EUR,tok_K001786,M000194,5812,ES,,,D005152,175.84.25.145,ES
QPY-T000466955,2026-04-30T06:00:11.000Z,QPY-C001774,QPY-A001774,CARD_PAYMENT,ECOM,47.14,EUR,tok_K002287,M000721,5541,FR,,,D005219,175.251.242.168,FR
QPY-T000466956,2026-04-30T06:00:11.000Z,QPY-C002806,QPY-A002806,CARD_PAYMENT,ECOM,36.87,EUR,tok_K003643,M000934,5691,ES,,,D003988,175.69.17.69,ES
QPY-T000466957,2026-04-30T06:00:11.000Z,QPY-C003389,QPY-A003389,CARD_PAYMENT,ECOM,7.54,EUR,tok_K004390,M000865,5411,PT,,,D005477,79.71.232.79,PT
QPY-T000466958,2026-04-30T06:00:12.000Z,QPY-C000221,QPY-A000221,CARD_PAYMENT,ECOM,20.61,EUR,tok_K000277,M000106,5999,IT,,,D000316,30.2.87.149,IT
QPY-T000466959,2026-04-30T06:00:12.000Z,QPY-C000541,QPY-A000541,CARD_PAYMENT,POS,11.00,EUR,tok_K000689,M000669,5812,FR,,,,,
QPY-T000466960,2026-04-30T06:00:12.000Z,QPY-C002548,QPY-A002548,CARD_PAYMENT,ECOM,65.03,EUR,tok_K003305,M000402,5812,PT,,,D003642,79.59.161.70,PT
QPY-T000466961,2026-04-30T06:00:14.000Z,QPY-C003476,QPY-A003476,CARD_PAYMENT,ECOM,95.85,EUR,tok_K004504,M001256,7011,IT,,,D005490,30.208.217.202,IT
QPY-T000466962,2026-04-30T06:00:16.000Z,QPY-C002533,QPY-A002533,CARD_PAYMENT,ECOM,140.38,EUR,tok_K003287,M000935,5732,DE,,,D003621,70.92.140.40,DE
QPY-T000466963,2026-04-30T06:00:18.000Z,QPY-C000278,QPY-A000278,CARD_PAYMENT,ECOM,51.89,EUR,tok_K000347,M000511,7995,US,,,D004991,107.254.170.250,US
QPY-T000466964,2026-04-30T06:00:18.000Z,QPY-C003329,QPY-A003329,CARD_PAYMENT,ECOM,47.95,EUR,tok_K004317,M001036,6051,FR,,,D004720,175.93.88.115,FR
QPY-T000466965,2026-04-30T06:00:19.000Z,QPY-C001261,QPY-A001261,TRANSFER,MOBILE,65.67,EUR,,,,,B003139,IT,D001801,30.87.199.59,IT
QPY-T000466966,2026-04-30T06:00:19.000Z,QPY-C001378,QPY-A001378,CARD_PAYMENT,ECOM,45.56,EUR,tok_K001769,M000438,5411,IT,,,D001965,30.224.120.73,IT
QPY-T000466967,2026-04-30T06:00:19.000Z,QPY-C002266,QPY-A002266,CARD_PAYMENT,POS,41.02,EUR,tok_K002935,M000141,5812,ES,,,,,
QPY-T000466968,2026-04-30T06:00:20.000Z,QPY-C002875,QPY-A002875,CARD_PAYMENT,ECOM,13.67,EUR,tok_K003733,M000916,5999,ES,,,D004084,175.12.35.29,ES
QPY-T000466969,2026-04-30T06:00:20.465Z,QPY-C000819,QPY-A000819,CARD_PAYMENT,ECOM,30.99,EUR,tok_K001043,M000387,5999,DE,,,D001175,70.155.135.90,DE
QPY-T000466970,2026-04-30T06:00:21.000Z,QPY-C003091,QPY-A003091,TRANSFER,MOBILE,166.54,EUR,,,,,B007722,ES,D004395,175.195.164.243,ES
QPY-T000466971,2026-04-30T06:00:24.000Z,QPY-C000049,QPY-A000049,CARD_PAYMENT,POS,16.02,EUR,tok_K000055,M000873,5411,DE,,,,,
QPY-T000466972,2026-04-30T06:00:24.000Z,QPY-C002063,QPY-A002063,TRANSFER,MOBILE,63.76,EUR,,,,,B005162,FR,D002953,175.68.191.77,FR
QPY-T000466973,2026-04-30T06:00:24.000Z,QPY-C003437,QPY-A003437,CARD_PAYMENT,ECOM,23.81,EUR,tok_K004454,M001140,5812,FR,,,D004863,175.95.133.104,FR
QPY-T000466974,2026-04-30T06:00:25.000Z,QPY-C002263,QPY-A002263,CARD_PAYMENT,POS,6.25,EUR,tok_K002931,M000020,4111,DE,,,,,
QPY-T000466975,2026-04-30T06:00:25.000Z,QPY-C002280,QPY-A002280,CARD_PAYMENT,ECOM,30.45,EUR,tok_K002953,M000476,4812,ES,,,D003267,175.85.169.42,ES
QPY-T000466976,2026-04-30T06:00:25.000Z,QPY-C002370,QPY-A002370,CARD_PAYMENT,ECOM,21.23,EUR,tok_K003066,M000039,5816,ES,,,D003390,175.28.19.27,ES
QPY-T000466977,2026-04-30T06:00:26.000Z,QPY-C000678,QPY-A000678,CARD_PAYMENT,ECOM,56.31,EUR,tok_K000866,M000770,5411,IT,,,D000968,30.61.254.177,IT
QPY-T000466978,2026-04-30T06:00:27.000Z,QPY-C001249,QPY-A001249,CARD_PAYMENT,ECOM,18.85,EUR,tok_K001602,M000904,5812,ES,,,D001783,175.200.44.242,ES
QPY-T000466979,2026-04-30T06:00:27.000Z,QPY-C001485,QPY-A001485,CARD_PAYMENT,ECOM,19.08,EUR,tok_K001905,M000600,5411,DE,,,D002119,70.212.56.70,DE
QPY-T000466980,2026-04-30T06:00:29.000Z,QPY-C002013,QPY-A002013,CARD_PAYMENT,POS,42.33,EUR,tok_K002601,M001121,5541,FR,,,,,
QPY-T000466981,2026-04-30T06:00:29.000Z,QPY-C002979,QPY-A002979,CARD_PAYMENT,ECOM,13.72,EUR,tok_K003859,M000905,5812,DE,,,D004231,70.187.167.210,DE
QPY-T000466982,2026-04-30T06:00:31.000Z,QPY-C002120,QPY-A002120,TRANSFER,MOBILE,378.06,EUR,,,,,B015867,PT,D003035,79.28.239.172,PT
QPY-T000466983,2026-04-30T06:00:32.000Z,QPY-C001002,QPY-A001002,CARD_PAYMENT,ECOM,19.93,EUR,tok_K001282,M000990,5812,DE,,,D001434,70.52.219.121,DE
QPY-T000466984,2026-04-30T06:00:32.000Z,QPY-C003424,QPY-A003424,CARD_PAYMENT,ECOM,24.16,EUR,tok_K004439,M000437,5999,ES,,,D004845,175.11.66.3,ES
QPY-T000466985,2026-04-30T06:00:34.000Z,QPY-C001002,QPY-A001002,TRANSFER,MOBILE,141.28,EUR,,,,,B002468,DE,D001434,70.52.219.121,DE
QPY-T000466986,2026-04-30T06:00:34.000Z,QPY-C002847,QPY-A002847,CARD_PAYMENT,ECOM,7.05,EUR,tok_K003692,M000349,5812,DE,,,D005372,70.126.1.251,DE
QPY-T000466987,2026-04-30T06:00:35.000Z,QPY-C000228,QPY-A000228,CARD_PAYMENT,ECOM,7.10,EUR,tok_K000285,M000353,5812,IT,,,D000327,30.91.110.248,IT
QPY-T000466988,2026-04-30T06:00:35.000Z,QPY-C001489,QPY-A001489,CARD_PAYMENT,ECOM,65.71,EUR,tok_K001910,M001085,6051,ES,,,D002124,175.196.83.217,ES
QPY-T000466989,2026-04-30T06:00:36.000Z,QPY-C000035,QPY-A000035,CARD_PAYMENT,ECOM,22.02,EUR,tok_K000040,M000800,4812,FR,,,D000046,175.215.100.163,FR
QPY-T000466990,2026-04-30T06:00:36.000Z,QPY-C000278,QPY-A000278,CARD_PAYMENT,ECOM,24.44,EUR,tok_K000346,M000912,5541,US,,,D004991,107.254.170.250,US
QPY-T000466991,2026-04-30T06:00:37.000Z,QPY-C001150,QPY-A001150,TRANSFER,WEB,66.59,EUR,,,,,B002855,ES,D001643,175.3.1.227,ES
QPY-T000466992,2026-04-30T06:00:37.000Z,QPY-C002623,QPY-A002623,CARD_PAYMENT,ECOM,259.34,EUR,tok_K003405,M000170,7011,FR,,,D003750,175.93.228.110,FR
QPY-T000466993,2026-04-30T06:00:39.000Z,QPY-C001020,QPY-A001020,CARD_PAYMENT,ECOM,6.19,EUR,tok_K001304,M000838,5812,ES,,,D001460,175.57.235.199,ES
QPY-T000466994,2026-04-30T06:00:39.000Z,QPY-C001079,QPY-A001079,TRANSFER,MOBILE,1575.75,EUR,,,,,B012273,ES,D001541,175.41.105.199,ES
QPY-T000466995,2026-04-30T06:00:41.000Z,QPY-C002908,QPY-A002908,CARD_PAYMENT,ECOM,338.77,EUR,tok_K003773,M000243,5732,DE,,,D005388,70.115.148.248,DE
QPY-T000466996,2026-04-30T06:00:42.000Z,QPY-C002102,QPY-A002102,CARD_PAYMENT,ECOM,19.70,EUR,tok_K002718,M000365,5541,FR,,,D003011,175.193.57.252,FR
QPY-T000466997,2026-04-30T06:00:43.000Z,QPY-C000023,QPY-A000023,CARD_PAYMENT,ECOM,17.12,EUR,tok_K000026,M001083,4111,DE,,,D000029,70.93.179.190,DE
QPY-T000466998,2026-04-30T06:00:44.000Z,QPY-C000004,QPY-A000004,CARD_PAYMENT,ECOM,48.27,EUR,tok_K000004,M000286,5541,FR,,,D000004,175.148.170.134,FR
QPY-T000466999,2026-04-30T06:00:44.000Z,QPY-C000529,QPY-A000529,TRANSFER,MOBILE,68.29,EUR,,,,,B001325,DE,D000748,70.123.66.130,DE
QPY-T000467000,2026-04-30T06:00:45.000Z,QPY-C000972,QPY-A000972,CARD_PAYMENT,ECOM,18.43,EUR,tok_K001243,M000867,5812,PT,,,D001392,79.149.17.185,PT
QPY-T000467001,2026-04-30T06:00:47.000Z,QPY-C001882,QPY-A001882,CARD_PAYMENT,ECOM,76.82,EUR,tok_K002433,M000790,5732,ES,,,D002696,175.133.28.1,ES
QPY-T000467002,2026-04-30T06:00:48.000Z,QPY-C000226,QPY-A000226,CARD_PAYMENT,ECOM,6.72,EUR,tok_K000282,M000508,5812,DE,,,D000324,70.161.239.195,DE
QPY-T000467003,2026-04-30T06:00:48.000Z,QPY-C000749,QPY-A000749,CARD_PAYMENT,ECOM,9.27,EUR,tok_K000957,M000393,5999,ES,,,D001068,175.208.115.149,ES
QPY-T000467004,2026-04-30T06:00:48.000Z,QPY-C001344,QPY-A001344,CARD_PAYMENT,ECOM,10.28,EUR,tok_K001723,M000037,5411,FR,,,D001920,175.132.43.2,FR
QPY-T000467005,2026-04-30T06:00:49.000Z,QPY-C001137,QPY-A001137,CARD_PAYMENT,ECOM,7.56,EUR,tok_K001458,M000160,5411,ES,,,D005117,175.209.15.121,ES
QPY-T000467006,2026-04-30T06:00:50.000Z,QPY-C001218,QPY-A001218,CARD_PAYMENT,ECOM,5.94,EUR,tok_K001560,M000107,5816,DE,,,D001738,70.191.146.182,DE
QPY-T000467007,2026-04-30T06:00:50.000Z,QPY-C002951,QPY-A002951,CARD_PAYMENT,ECOM,24.86,EUR,tok_K003825,M000506,5411,FR,,,D005398,175.140.214.78,FR
QPY-T000467008,2026-04-30T06:00:50.000Z,QPY-C003498,QPY-A003498,CARD_PAYMENT,ECOM,48.68,EUR,tok_K004534,M000302,5691,ES,,,D004944,175.180.14.233,ES
QPY-T000467009,2026-04-30T06:00:52.000Z,QPY-C002708,QPY-A002708,CARD_PAYMENT,ECOM,65.51,EUR,tok_K003517,M000980,5691,ES,,,D003867,175.77.189.219,ES
QPY-T000467010,2026-04-30T06:00:53.000Z,QPY-C000286,QPY-A000286,CARD_PAYMENT,ECOM,52.55,EUR,tok_K000357,M001100,5541,FR,,,D000404,175.208.49.78,FR
QPY-T000467011,2026-04-30T06:00:53.000Z,QPY-C001444,QPY-A001444,TRANSFER,MOBILE,1139.42,EUR,,,,,B003587,IT,D002063,30.108.133.55,IT
QPY-T000467012,2026-04-30T06:00:53.000Z,QPY-C002263,QPY-A002263,CARD_PAYMENT,ECOM,14.50,EUR,tok_K002931,M000769,5311,DE,,,D003241,70.245.174.251,DE
QPY-T000467013,2026-04-30T06:00:53.000Z,QPY-C003318,QPY-A003318,CARD_PAYMENT,ECOM,23.41,EUR,tok_K004302,M000755,4812,ES,,,D004706,175.117.160.74,ES
QPY-T000467014,2026-04-30T06:00:54.000Z,QPY-C000972,QPY-A000972,CARD_PAYMENT,POS,7.58,EUR,tok_K001243,M000207,4111,PT,,,,,
QPY-T000467015,2026-04-30T06:00:54.000Z,QPY-C000980,QPY-A000980,CARD_PAYMENT,POS,40.67,EUR,tok_K001255,M001054,7011,ES,,,,,
QPY-T000467016,2026-04-30T06:00:55.000Z,QPY-C000540,QPY-A000540,CARD_PAYMENT,POS,176.35,EUR,tok_K000688,M000116,5311,IT,,,,,
QPY-T000467017,2026-04-30T06:00:56.000Z,QPY-C002071,QPY-A002071,CARD_PAYMENT,ECOM,14.03,EUR,tok_K002678,M001165,5691,IT,,,D005261,30.104.68.239,IT
QPY-T000467018,2026-04-30T06:00:58.000Z,QPY-C000837,QPY-A000837,CARD_PAYMENT,ECOM,73.69,EUR,tok_K001065,M000365,5541,FR,,,D005074,175.48.95.16,FR
QPY-T000467019,2026-04-30T06:00:58.000Z,QPY-C003436,QPY-A003436,CARD_PAYMENT,POS,179.47,EUR,tok_K004453,M000459,5812,IT,,,,,
QPY-T000467020,2026-04-30T06:00:59.000Z,QPY-C002697,QPY-A002697,CARD_PAYMENT,ECOM,34.63,EUR,tok_K003502,M000860,5411,ES,,,D003852,175.114.206.227,ES
QPY-T000467021,2026-04-30T06:01:31.616Z,QPY-C000631,QPY-A000631,CARD_PAYMENT,ECOM,15.14,EUR,tok_K000806,M001198,5411,IT,,,D000899,30.186.174.186,IT
QPY-T000467022,2026-04-30T06:02:15.923Z,QPY-C001380,QPY-A001380,CARD_PAYMENT,ECOM,49.49,EUR,tok_K001771,M000297,5812,PT,,,D001967,79.228.94.21,PT
QPY-T000467023,2026-04-30T06:03:20.677Z,QPY-C002464,QPY-A002464,CARD_PAYMENT,ECOM,26.90,EUR,tok_K003192,M001160,5411,PT,,,D003530,79.187.117.100,PT
QPY-T000467024,2026-04-30T06:03:58.087Z,QPY-C000077,QPY-A000077,CARD_PAYMENT,ECOM,16.17,EUR,tok_K000089,M001160,5411,PT,,,D004959,79.94.211.120,PT
QPY-T000467025,2026-04-30T06:04:15.832Z,QPY-C001037,QPY-A001037,CARD_PAYMENT,ECOM,15.24,EUR,tok_K001326,M000722,5411,FR,,,D001484,175.172.42.237,FR
QPY-T000467026,2026-04-30T06:04:32.660Z,QPY-C002971,QPY-A002971,CARD_PAYMENT,ECOM,8.41,EUR,tok_K003847,M000267,5411,FR,,,D005403,175.46.213.186,FR
QPY-T000467027,2026-04-30T06:04:50.632Z,QPY-C002378,QPY-A002378,CARD_PAYMENT,ECOM,40.58,EUR,tok_K003079,M000682,5691,FR,,,D003401,175.232.207.199,FR
QPY-T000467028,2026-04-30T06:04:57.404Z,QPY-C001196,QPY-A001196,CARD_PAYMENT,POS,83.25,EUR,tok_K001533,M000827,7011,DE,,,,,
QPY-T000467029,2026-04-30T06:05:22.345Z,QPY-C000623,QPY-A000623,CARD_PAYMENT,ECOM,6.51,EUR,tok_K000797,M000535,5812,IT,,,D000887,30.215.38.169,IT
QPY-T000467030,2026-04-30T06:06:26.413Z,QPY-C001766,QPY-A001766,CARD_PAYMENT,ECOM,15.53,EUR,tok_K002278,M000300,5541,DE,,,D002543,70.136.184.47,DE
QPY-T000467031,2026-04-30T06:06:34.848Z,QPY-C002453,QPY-A002453,CARD_PAYMENT,ECOM,8.22,EUR,tok_K003178,M000022,5812,IT,,,D003516,30.16.41.168,IT
QPY-T000467032,2026-04-30T06:10:20.900Z,QPY-C001531,QPY-A001531,CARD_PAYMENT,ECOM,17.50,EUR,tok_K001965,M000906,5691,PT,,,D002185,79.130.252.113,PT
QPY-T000467033,2026-04-30T06:11:56.936Z,QPY-C000447,QPY-A000447,CARD_PAYMENT,ECOM,32.02,EUR,tok_K000566,M000582,5816,PT,,,D000629,79.81.120.113,PT
QPY-T000467034,2026-04-30T06:14:46.589Z,QPY-C002319,QPY-A002319,CARD_PAYMENT,ECOM,111.24,EUR,tok_K003001,M001015,5311,DE,,,D003322,70.183.51.209,DE
QPY-T000467035,2026-04-30T06:16:22.650Z,QPY-C000790,QPY-A000790,TRANSFER,MOBILE,65.45,EUR,,,,,B001966,FR,D005065,175.117.86.86,FR
