transaction_id,event_time,customer_id,account_id,card_token,transaction_type,channel,amount,currency,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country,is_fraud,fraud_type,scenario_id,label_available_at
QPY-T000082263,2026-02-16 13:27:25.180332+00:00,QPY-C002034,QPY-A002034,tok_K002628,CARD_PAYMENT,ECOM,30.36,EUR,M000196,5812,IT,,,D002913,30.101.134.194,IT,False,,,
QPY-T000082298,2026-02-16 13:32:21.000460+00:00,QPY-C003486,QPY-A003486,,TRANSFER,MOBILE,348.78,EUR,,,,B008723,IT,D004929,189.15.135.138,NL,False,,,
QPY-T000083777,2026-02-16 16:47:05.549448+00:00,QPY-C001298,QPY-A001298,tok_K001663,CARD_PAYMENT,ECOM,34.71,EUR,M000041,5541,ES,,,D001852,175.26.181.35,ES,False,,,
QPY-T000084543,2026-02-16 19:41:14.299649+00:00,QPY-C002983,QPY-A002983,,TRANSFER,MOBILE,711.72,EUR,,,,B020308,RU,D005527,100.163.227.207,RU,True,account_takeover,ATO-0001,2026-02-23 20:54:54.299649+00:00
QPY-T000084619,2026-02-16 20:04:30.747861+00:00,QPY-C002983,QPY-A002983,,TRANSFER,MOBILE,491.97,EUR,,,,B020308,RU,D005527,100.163.227.207,RU,True,account_takeover,ATO-0001,2026-02-23 21:18:10.747861+00:00
QPY-T000084651,2026-02-16 20:15:20.638054+00:00,QPY-C002983,QPY-A002983,,TRANSFER,MOBILE,291.01,EUR,,,,B020308,RU,D005527,100.163.227.207,RU,True,account_takeover,ATO-0001,2026-02-23 21:29:00.638054+00:00
QPY-T000084869,2026-02-16 23:08:00.133006+00:00,QPY-C003509,QPY-A003509,,TRANSFER,MOBILE,650.7,EUR,,,,B020271,UA,D005507,175.47.250.220,ES,True,fraud_ring,RING-001-QPY-C003509-0,2026-03-12 12:13:30.133006+00:00
QPY-T000084911,2026-02-17 00:00:03.463096+00:00,QPY-C000136,QPY-A000136,,TRANSFER,MOBILE,828.69,EUR,,,,B-QPY-A003515,PT,D005514,79.4.234.166,RU,True,account_takeover,ATO-0013,2026-02-23 12:08:14.463096+00:00
QPY-T000084919,2026-02-17 00:21:18.016089+00:00,QPY-C000136,QPY-A000136,,TRANSFER,MOBILE,819.8,EUR,,,,B-QPY-A003515,PT,D005514,79.4.234.166,RU,True,account_takeover,ATO-0013,2026-02-23 12:29:29.016089+00:00
QPY-T000084924,2026-02-17 00:39:43.427855+00:00,QPY-C000136,QPY-A000136,,TRANSFER,MOBILE,610.08,EUR,,,,B-QPY-A003515,PT,D005514,79.4.234.166,RU,True,account_takeover,ATO-0013,2026-02-23 12:47:54.427855+00:00
QPY-T000084934,2026-02-17 01:10:53.496761+00:00,QPY-C000136,QPY-A000136,,TRANSFER,MOBILE,577.36,EUR,,,,B-QPY-A003515,PT,D005514,79.4.234.166,RU,True,account_takeover,ATO-0013,2026-02-23 13:19:04.496761+00:00
QPY-T000086266,2026-02-17 11:34:39.448043+00:00,QPY-C001241,QPY-A001241,,TRANSFER,MOBILE,63.26,EUR,,,,B012767,PT,D001769,79.133.63.87,PT,False,,,
QPY-T000086477,2026-02-17 12:06:46.743186+00:00,QPY-C001480,QPY-A001480,tok_K001899,CARD_PAYMENT,ECOM,49.04,EUR,M000476,4812,ES,,,D002111,175.155.23.89,ES,False,,,
QPY-T000087146,2026-02-17 13:34:25.244532+00:00,QPY-C000936,QPY-A000936,,TRANSFER,MOBILE,422.81,EUR,,,,B002309,IT,D001344,30.165.96.51,IT,False,,,
QPY-T000087576,2026-02-17 14:24:30.823730+00:00,QPY-C003388,QPY-A003388,tok_K004388,CARD_PAYMENT,ECOM,255.85,EUR,M001252,5732,IT,,,D004799,30.206.85.238,IT,False,,,
QPY-T000087585,2026-02-17 14:25:45.703618+00:00,QPY-C000762,QPY-A000762,tok_K000975,CARD_PAYMENT,POS,11.08,EUR,M000082,5812,FR,,,,,,False,,,
QPY-T000088150,2026-02-17 15:35:58.751559+00:00,QPY-C000476,QPY-A000476,tok_K000606,CARD_PAYMENT,ECOM,147.32,EUR,M000276,7011,ES,,,D000672,175.110.192.13,ES,False,,,
QPY-T000088584,2026-02-17 16:36:11.340301+00:00,QPY-C002086,QPY-A002086,tok_K002698,CARD_PAYMENT,ECOM,23.83,EUR,M000084,5812,ES,,,D002987,175.109.179.203,ES,False,,,
QPY-T000088850,2026-02-17 17:20:59.558482+00:00,QPY-C003379,QPY-A003379,tok_K004378,CARD_PAYMENT,ECOM,48.65,EUR,M000837,5311,ES,,,D004786,175.154.158.252,ES,False,,,
QPY-T000089265,2026-02-17 18:49:19.370206+00:00,QPY-C002923,QPY-A002923,tok_K003792,CARD_PAYMENT,ECOM,226.66,EUR,M000206,5732,ES,,,D005391,175.126.137.196,ES,False,,,
QPY-T000089950,2026-02-18 05:26:31.518673+00:00,QPY-C001493,QPY-A001493,tok_K001915,CARD_PAYMENT,ECOM,159.5,EUR,M001144,5311,FR,,,D002130,175.2.207.85,FR,False,,,
QPY-T000090021,2026-02-18 06:00:32+00:00,QPY-C001064,QPY-A001064,tok_K001362,CARD_PAYMENT,ECOM,15.65,EUR,M000209,5812,ES,,,D001519,175.44.80.246,ES,False,,,
QPY-T000090837,2026-02-18 10:32:35.348600+00:00,QPY-C001971,QPY-A001971,tok_K002546,CARD_PAYMENT,ECOM,16.49,EUR,M000183,5812,DE,,,D002819,70.105.74.67,DE,False,,,
QPY-T000091062,2026-02-18 11:13:06.767393+00:00,QPY-C001628,QPY-A001628,tok_K002093,CARD_PAYMENT,ECOM,37.06,EUR,M000811,4511,ES,,,D002338,175.160.247.13,ES,False,,,
QPY-T000092086,2026-02-18 13:35:55.518265+00:00,QPY-C000159,QPY-A000159,tok_K000194,CARD_PAYMENT,ECOM,114.15,EUR,M000807,5691,DE,,,D000224,70.138.220.162,DE,False,,,
QPY-T000092400,2026-02-18 14:18:21.525178+00:00,QPY-C000084,QPY-A000084,tok_K000099,CARD_PAYMENT,ECOM,4.71,EUR,M000187,5411,IT,,,D000114,30.214.108.94,IT,False,,,
QPY-T000092582,2026-02-18 14:44:03.660982+00:00,QPY-C000087,QPY-A000087,tok_K000105,CARD_PAYMENT,ECOM,11.9,EUR,M000200,4111,ES,,,D000119,175.137.141.190,ES,False,,,
QPY-T000094846,2026-02-19 06:00:24+00:00,QPY-C002562,QPY-A002562,tok_K003325,CARD_PAYMENT,POS,52.6,EUR,M000539,5691,DE,,,,,,False,,,
QPY-T000095983,2026-02-19 11:24:20.356788+00:00,QPY-C003517,QPY-A003517,,TRANSFER,MOBILE,1905.4,EUR,,,,B020285,BR,D005515,79.4.234.166,PT,True,fraud_ring,RING-002-QPY-C003517-0,
QPY-T000096386,2026-02-19 12:19:59.177182+00:00,QPY-C000603,QPY-A000603,tok_K000771,CARD_PAYMENT,ECOM,16.14,EUR,M001041,5691,DE,,,D000857,70.65.135.245,DE,False,,,
QPY-T000096955,2026-02-19 13:31:01.880940+00:00,QPY-C002509,QPY-A002509,tok_K003253,CARD_PAYMENT,ECOM,17.68,EUR,M000059,5411,IT,,,D003591,30.116.55.227,IT,False,,,
QPY-T000097989,2026-02-19 15:37:17.060664+00:00,QPY-C002567,QPY-A002567,tok_K003333,CARD_PAYMENT,ECOM,18.28,EUR,M000344,5411,ES,,,D003672,175.21.228.103,ES,False,,,
QPY-T000098146,2026-02-19 15:58:51.206205+00:00,QPY-C000886,QPY-A000886,tok_K001127,CARD_PAYMENT,ECOM,33.39,EUR,M001146,5999,ES,,,D001274,175.223.138.95,ES,False,,,
QPY-T000098732,2026-02-19 17:31:52.105529+00:00,QPY-C001651,QPY-A001651,tok_K002125,CARD_PAYMENT,ECOM,16.65,EUR,M000059,5411,IT,,,D002374,30.218.115.98,IT,False,,,
QPY-T000099694,2026-02-20 02:14:39.571702+00:00,QPY-C002496,QPY-A002496,,TRANSFER,WEB,142.94,EUR,,,,B-QPY-A003517,PT,D005514,79.4.234.166,BR,True,account_takeover,ATO-0014,2026-02-26 08:27:16.571702+00:00
QPY-T000099698,2026-02-20 02:29:19.612724+00:00,QPY-C002496,QPY-A002496,,TRANSFER,WEB,258.49,EUR,,,,B-QPY-A003517,PT,D005514,79.4.234.166,BR,True,account_takeover,ATO-0014,2026-02-26 08:41:56.612724+00:00
QPY-T000099777,2026-02-20 05:11:36.260930+00:00,QPY-C003513,QPY-A003513,,TRANSFER,MOBILE,2489.77,EUR,,,,B020285,US,D005515,79.4.234.166,PT,True,fraud_ring,RING-002-QPY-C003513-6,2026-03-19 19:14:12.260930+00:00
QPY-T000099802,2026-02-20 06:00:00+00:00,QPY-C002744,QPY-A002744,tok_K003562,CARD_PAYMENT,ECOM,15.9,EUR,M000194,5812,ES,,,D003910,175.27.26.206,ES,False,,,
QPY-T000100021,2026-02-20 07:33:42.314236+00:00,QPY-C002009,QPY-A002009,tok_K002597,CARD_PAYMENT,ECOM,42.07,EUR,M000467,5541,ES,,,D002879,175.59.163.104,ES,False,,,
QPY-T000100126,2026-02-20 08:22:27.737130+00:00,QPY-C002013,QPY-A002013,tok_K002601,CARD_PAYMENT,ECOM,13.69,EUR,M000040,5311,FR,,,D002885,175.165.247.227,FR,False,,,
QPY-T000102686,2026-02-20 15:12:35.833653+00:00,QPY-C001408,QPY-A001408,tok_K001807,CARD_PAYMENT,POS,42.43,EUR,M001096,4111,FR,,,,,,False,,,
QPY-T000103503,2026-02-20 17:07:01.998985+00:00,QPY-C002922,QPY-A002922,tok_K003790,CARD_PAYMENT,ECOM,3.74,EUR,M000362,4111,FR,,,D004150,175.87.204.117,FR,False,,,
QPY-T000103899,2026-02-20 18:19:07.739526+00:00,QPY-C001419,QPY-A001419,tok_K001822,CARD_PAYMENT,ECOM,21.07,EUR,M001177,5311,ES,,,D002028,175.102.108.235,ES,False,,,
QPY-T000104576,2026-02-21 00:29:43.407100+00:00,QPY-C003506,QPY-A003506,tok_K004546,CARD_PAYMENT,ECOM,302.57,EUR,M000123,5732,ES,,,D005497,175.132.130.162,ES,True,fraud_ring,RING-000-QPY-C003506-0,2026-03-03 03:14:39.407100+00:00
QPY-T000104637,2026-02-21 02:44:00.021582+00:00,QPY-C002412,QPY-A002412,tok_K003127,CARD_PAYMENT,ECOM,6.64,EUR,M001083,4111,DE,,,D003453,70.177.48.112,DE,False,,,
QPY-T000104874,2026-02-21 06:07:28.521218+00:00,QPY-C003514,QPY-A003514,tok_K004557,CARD_PAYMENT,ECOM,361.39,EUR,M001276,5732,PT,,,D005514,79.4.234.166,PT,True,fraud_ring,RING-002-QPY-C003514-3,2026-03-30 19:54:39.521218+00:00
QPY-T000105205,2026-02-21 08:19:40.133308+00:00,QPY-C000442,QPY-A000442,,TRANSFER,MOBILE,156.53,EUR,,,,B-QPY-A003507,ES,D005507,175.97.127.240,DE,True,account_takeover,ATO-0018,2026-03-02 04:21:35.133308+00:00
QPY-T000105215,2026-02-21 08:22:07.140515+00:00,QPY-C003116,QPY-A003116,tok_K004041,CARD_PAYMENT,POS,25.45,EUR,M001146,5999,ES,,,,,,False,,,
QPY-T000105353,2026-02-21 08:58:03.375641+00:00,QPY-C000442,QPY-A000442,,TRANSFER,MOBILE,342.47,EUR,,,,B-QPY-A003507,ES,D005507,175.97.127.240,DE,True,account_takeover,ATO-0018,2026-03-02 04:59:58.375641+00:00
QPY-T000105542,2026-02-21 09:40:52.603312+00:00,QPY-C000442,QPY-A000442,,TRANSFER,MOBILE,853.85,EUR,,,,B-QPY-A003507,ES,D005507,175.97.127.240,DE,True,account_takeover,ATO-0018,2026-03-02 05:42:47.603312+00:00
QPY-T000110402,2026-02-21 19:02:09.666700+00:00,QPY-C003490,QPY-A003490,tok_K004522,CARD_PAYMENT,ECOM,69.5,EUR,M000514,5691,ES,,,D004934,175.168.231.27,ES,False,,,
QPY-T000110599,2026-02-21 19:53:01.125104+00:00,QPY-C003506,QPY-A003506,,TRANSFER,MOBILE,1962.67,EUR,,,,B020255,VN,D005497,175.132.130.162,ES,True,fraud_ring,RING-000-QPY-C003506-3,2026-04-03 07:12:27.125104+00:00
QPY-T000110662,2026-02-21 20:12:51.259566+00:00,QPY-C002598,QPY-A002598,tok_K003372,CARD_PAYMENT,ECOM,39.53,EUR,M000063,5411,DE,,,D003717,70.17.247.61,DE,False,,,
QPY-T000113342,2026-02-22 12:30:21.981334+00:00,QPY-C002652,QPY-A002652,tok_K003444,CARD_PAYMENT,POS,13.4,EUR,M000665,5411,DE,,,,,,False,,,
QPY-T000113776,2026-02-22 13:12:27.864974+00:00,QPY-C000342,QPY-A000342,tok_K000429,CARD_PAYMENT,ECOM,33.1,EUR,M000367,5691,ES,,,D000482,175.108.8.27,ES,False,,,
QPY-T000114005,2026-02-22 13:35:40.232936+00:00,QPY-C002885,QPY-A002885,tok_K003745,CARD_PAYMENT,ECOM,23.37,EUR,M001172,4111,DE,,,D004098,70.246.62.91,DE,False,,,
QPY-T000115579,2026-02-22 16:11:17.620851+00:00,QPY-C000091,QPY-A000091,tok_K000110,CARD_PAYMENT,ECOM,25.92,EUR,M000042,5541,FR,,,D000126,175.137.124.196,FR,False,,,
QPY-T000116072,2026-02-22 17:13:23.079830+00:00,QPY-C000164,QPY-A000164,tok_K000199,CARD_PAYMENT,ECOM,79.51,EUR,M000073,4511,DE,,,D000229,70.169.40.92,DE,False,,,
QPY-T000116335,2026-02-22 17:53:58.412940+00:00,QPY-C000091,QPY-A000091,tok_K000110,CARD_PAYMENT,ECOM,23.0,EUR,M000383,5541,FR,,,D000126,175.137.124.196,FR,False,,,
QPY-T000117792,2026-02-23 08:33:51.983439+00:00,QPY-C001240,QPY-A001240,tok_K001590,CARD_PAYMENT,ECOM,44.9,EUR,M000300,5541,DE,,,D001767,70.56.141.217,DE,False,,,
QPY-T000118219,2026-02-23 10:21:17.817045+00:00,QPY-C000076,QPY-A000076,tok_K000088,CARD_PAYMENT,ECOM,25.03,EUR,M000709,5812,ES,,,D000104,175.164.145.39,ES,False,,,
QPY-T000120779,2026-02-23 16:23:50.092515+00:00,QPY-C002274,QPY-A002274,tok_K002944,CARD_PAYMENT,ECOM,7.1,EUR,M001071,5816,DE,,,D005283,70.85.16.210,DE,False,,,
QPY-T000121495,2026-02-23 18:39:38.863394+00:00,QPY-C003506,QPY-A003506,tok_K004546,CARD_PAYMENT,ECOM,402.43,EUR,M001085,6051,ES,,,D005497,175.175.220.209,ES,True,fraud_ring,RING-000-QPY-C003506-4,2026-04-09 16:44:28.863394+00:00
QPY-T000123078,2026-02-24 10:36:15.711520+00:00,QPY-C002606,QPY-A002606,tok_K003381,CARD_PAYMENT,ECOM,7.8,EUR,M000317,5812,FR,,,D003727,175.246.147.21,FR,False,,,
QPY-T000124591,2026-02-24 14:10:04.061408+00:00,QPY-C003085,QPY-A003085,tok_K004001,CARD_PAYMENT,ECOM,15.62,EUR,M001249,5411,IT,,,D004389,30.75.95.63,IT,False,,,
QPY-T000126807,2026-02-24 21:27:57.875078+00:00,QPY-C003511,QPY-A003511,tok_K004553,CARD_PAYMENT,ECOM,1165.36,EUR,M000790,5732,ES,,,D005507,175.97.127.240,ES,True,fraud_ring,RING-001-QPY-C003511-0,2026-03-23 19:25:01.875078+00:00
QPY-T000127322,2026-02-25 07:30:26.604691+00:00,QPY-C001497,QPY-A001497,tok_K001920,CARD_PAYMENT,ECOM,15.97,EUR,M001058,4111,ES,,,D002136,175.87.65.103,ES,False,,,
QPY-T000129988,2026-02-25 15:07:33.313749+00:00,QPY-C000918,QPY-A000918,tok_K001172,CARD_PAYMENT,POS,165.04,EUR,M001293,5944,US,,,,,,True,geo_counterfeit,GEO-0007,2026-03-03 17:02:07.313749+00:00
QPY-T000130122,2026-02-25 15:23:57.525541+00:00,QPY-C000918,QPY-A000918,tok_K001172,CARD_PAYMENT,POS,101.52,EUR,M001291,5311,US,,,,,,True,geo_counterfeit,GEO-0007,2026-03-03 17:18:31.525541+00:00
QPY-T000130198,2026-02-25 15:32:57.255446+00:00,QPY-C000918,QPY-A000918,tok_K001172,CARD_PAYMENT,POS,127.13,EUR,M000643,5311,US,,,,,,True,geo_counterfeit,GEO-0007,2026-03-03 17:27:31.255446+00:00
QPY-T000130339,2026-02-25 15:53:32.853317+00:00,QPY-C000918,QPY-A000918,tok_K001172,CARD_PAYMENT,POS,99.55,EUR,M001291,5311,US,,,,,,True,geo_counterfeit,GEO-0007,2026-03-03 17:48:06.853317+00:00
QPY-T000130389,2026-02-25 16:02:20.293019+00:00,QPY-C000918,QPY-A000918,tok_K001172,CARD_PAYMENT,POS,194.98,EUR,M000643,5311,US,,,,,,True,geo_counterfeit,GEO-0007,2026-03-03 17:56:54.293019+00:00
QPY-T000131546,2026-02-25 19:59:18.982652+00:00,QPY-C001369,QPY-A001369,tok_K001759,CARD_PAYMENT,ECOM,18.78,EUR,M000862,5816,ES,,,D001954,175.145.38.163,ES,False,,,
QPY-T000132589,2026-02-26 09:26:14.461204+00:00,QPY-C003414,QPY-A003414,tok_K004424,CARD_PAYMENT,ECOM,20.84,EUR,M000448,4111,IT,,,D004832,30.179.64.45,IT,False,,,
QPY-T000132679,2026-02-26 09:52:38.100226+00:00,QPY-C002161,QPY-A002161,tok_K002796,CARD_PAYMENT,ECOM,72.82,EUR,M001036,6051,FR,,,D003097,175.135.151.230,FR,False,,,
QPY-T000133259,2026-02-26 11:32:17.197770+00:00,QPY-C002832,QPY-A002832,tok_K003672,CARD_PAYMENT,POS,284.58,EUR,M001261,5944,MX,,,,,,True,geo_counterfeit,GEO-0006,2026-03-07 04:54:09.197770+00:00
QPY-T000133270,2026-02-26 11:34:10.328595+00:00,QPY-C001190,QPY-A001190,,TRANSFER,MOBILE,531.85,EUR,,,,B002970,IT,D001701,30.125.115.247,IT,False,,,
QPY-T000133400,2026-02-26 11:53:22.978455+00:00,QPY-C002832,QPY-A002832,tok_K003672,CARD_PAYMENT,POS,467.56,EUR,M001261,5944,MX,,,,,,True,geo_counterfeit,GEO-0006,2026-03-07 05:15:14.978455+00:00
QPY-T000133583,2026-02-26 12:19:44.383919+00:00,QPY-C002832,QPY-A002832,tok_K003672,CARD_PAYMENT,POS,216.92,EUR,M001261,5944,MX,,,,,,True,geo_counterfeit,GEO-0006,2026-03-07 05:41:36.383919+00:00
QPY-T000133626,2026-02-26 12:27:24.016433+00:00,QPY-C000401,QPY-A000401,tok_K000502,CARD_PAYMENT,ECOM,49.71,EUR,M000131,5411,IT,,,D000565,30.210.117.25,IT,False,,,
QPY-T000134237,2026-02-26 13:49:35.789620+00:00,QPY-C001698,QPY-A001698,tok_K002190,CARD_PAYMENT,ECOM,563.98,EUR,M000772,5541,ES,,,D002442,175.220.152.125,ES,False,,,
QPY-T000134630,2026-02-26 14:34:46.706362+00:00,QPY-C003503,QPY-A003503,tok_K004541,CARD_PAYMENT,ECOM,158.29,EUR,M001221,5944,ES,,,D005497,175.175.220.209,ES,True,fraud_ring,RING-000-QPY-C003503-6,2026-04-12 10:22:40.706362+00:00
QPY-T000136366,2026-02-26 19:36:40.770151+00:00,QPY-C002469,QPY-A002469,tok_K003198,CARD_PAYMENT,ECOM,9.84,EUR,M001181,8398,DE,,,D003539,70.99.123.197,DE,False,,,
QPY-T000136941,2026-02-27 06:00:31+00:00,QPY-C001196,QPY-A001196,,TRANSFER,MOBILE,47.76,EUR,,,,B002984,DE,D001711,70.101.48.211,DE,False,,,
QPY-T000137471,2026-02-27 09:24:41.849833+00:00,QPY-C001384,QPY-A001384,tok_K001775,CARD_PAYMENT,ECOM,14.34,EUR,M000573,5541,PT,,,D001972,79.158.24.98,PT,False,,,
QPY-T000138768,2026-02-27 13:01:09.390616+00:00,QPY-C001421,QPY-A001421,tok_K001824,CARD_PAYMENT,ECOM,10.29,EUR,M000568,5411,IT,,,D002031,30.63.50.179,IT,False,,,
QPY-T000142508,2026-02-28 09:03:50.086305+00:00,QPY-C003508,QPY-A003508,tok_K004548,CARD_PAYMENT,ECOM,731.98,EUR,M000197,5732,ES,,,D005507,175.47.250.220,ES,True,fraud_ring,RING-001-QPY-C003508-5,2026-03-14 06:30:21.086305+00:00
QPY-T000146006,2026-02-28 15:39:55.657899+00:00,QPY-C003017,QPY-A003017,tok_K003912,CARD_PAYMENT,ECOM,16.98,EUR,M000719,5812,ES,,,D004287,175.164.252.87,ES,False,,,
QPY-T000146717,2026-02-28 16:59:51.354683+00:00,QPY-C002121,QPY-A002121,tok_K002744,CARD_PAYMENT,ECOM,14.19,EUR,M000354,5541,DE,,,D003036,70.199.249.32,DE,False,,,
QPY-T000148045,2026-02-28 22:00:19.490418+00:00,QPY-C002309,QPY-A002309,tok_K002989,CARD_PAYMENT,ECOM,26.45,EUR,M000855,5411,FR,,,D003311,175.176.8.58,FR,False,,,
QPY-T000148215,2026-03-01 00:24:05.220288+00:00,QPY-C002438,QPY-A002438,tok_K003159,CARD_PAYMENT,ECOM,28.72,EUR,M000552,5812,IT,,,D003490,30.74.215.10,IT,False,,,
QPY-T000149855,2026-03-01 11:17:37.517445+00:00,QPY-C000558,QPY-A000558,tok_K000710,CARD_PAYMENT,ECOM,116.92,EUR,M001228,5732,FR,,,D000793,175.167.221.65,FR,False,,,
QPY-T000149961,2026-03-01 11:30:05.032288+00:00,QPY-C002966,QPY-A002966,tok_K003842,CARD_PAYMENT,ECOM,9.04,EUR,M000696,4111,FR,,,D005401,175.107.87.157,FR,False,,,
QPY-T000154212,2026-03-01 20:26:10.019592+00:00,QPY-C000297,QPY-A000297,tok_K000372,CARD_PAYMENT,ECOM,35.1,EUR,M000319,5816,FR,,,D000421,175.114.96.107,FR,False,,,
QPY-T000158851,2026-03-02 19:02:14.996010+00:00,QPY-C000757,QPY-A000757,tok_K000967,CARD_PAYMENT,ECOM,4.95,EUR,M000098,5999,ES,,,D005062,175.185.235.53,ES,False,,,
QPY-T000158906,2026-03-02 19:19:32.805617+00:00,QPY-C003510,QPY-A003510,,TRANSFER,MOBILE,2258.32,EUR,,,,B020271,ID,D005507,175.97.127.240,ES,True,fraud_ring,RING-001-QPY-C003510-0,2026-03-12 23:39:36.805617+00:00
QPY-T000159266,2026-03-02 22:35:38.331132+00:00,QPY-C000258,QPY-A000258,tok_K000323,CARD_PAYMENT,ECOM,34.28,EUR,M000605,5812,IT,,,D000368,30.163.216.82,IT,False,,,
QPY-T000159389,2026-03-03 02:11:09.039058+00:00,QPY-C003517,QPY-A003517,,TRANSFER,MOBILE,1903.03,EUR,,,,B020285,NG,D005515,79.4.234.166,PT,True,fraud_ring,RING-002-QPY-C003517-3,2026-03-20 20:07:28.039058+00:00
QPY-T000160838,2026-03-03 11:51:17.648985+00:00,QPY-C000813,QPY-A000813,tok_K001035,CARD_PAYMENT,ECOM,10.27,EUR,M000726,4812,IT,,,D001166,30.33.221.82,IT,False,,,
QPY-T000162298,2026-03-03 14:57:55.239879+00:00,QPY-C003327,QPY-A003327,tok_K004315,CARD_PAYMENT,ECOM,23.96,EUR,M000509,8398,FR,,,D004717,175.188.0.213,FR,False,,,
QPY-T000162512,2026-03-03 15:28:29.532780+00:00,QPY-C000336,QPY-A000336,tok_K000421,CARD_PAYMENT,ECOM,5.56,EUR,M000785,5812,FR,,,D000476,175.62.50.85,FR,False,,,
QPY-T000163708,2026-03-03 19:00:46.033519+00:00,QPY-C003392,QPY-A003392,tok_K004393,CARD_PAYMENT,ECOM,26.2,EUR,M001141,5999,IT,,,D004805,30.180.85.29,IT,False,,,
QPY-T000163878,2026-03-03 19:51:26.530590+00:00,QPY-C002125,QPY-A002125,tok_K002750,CARD_PAYMENT,ECOM,8.37,EUR,M001171,5812,IT,,,D003042,30.234.75.31,IT,False,,,
QPY-T000169678,2026-03-05 08:35:59.438741+00:00,QPY-C000065,QPY-A000065,tok_K000075,CARD_PAYMENT,ECOM,11.38,EUR,M000294,5812,ES,,,D000087,175.105.109.156,ES,False,,,
QPY-T000170506,2026-03-05 11:37:38.707540+00:00,QPY-C001611,QPY-A001611,tok_K002071,CARD_PAYMENT,ECOM,34.5,EUR,M000233,5541,PT,,,D005185,79.81.92.181,PT,False,,,
QPY-T000171334,2026-03-05 13:29:44.001966+00:00,QPY-C003094,QPY-A003094,tok_K004014,CARD_PAYMENT,ECOM,26.17,EUR,M000860,5411,ES,,,D004398,175.103.70.10,ES,False,,,
QPY-T000171528,2026-03-05 13:54:47.834331+00:00,QPY-C001674,QPY-A001674,tok_K002155,CARD_PAYMENT,ECOM,15.61,EUR,M000429,5411,ES,,,D002408,175.162.246.33,ES,False,,,
QPY-T000172773,2026-03-05 16:37:47.639234+00:00,QPY-C000415,QPY-A000415,tok_K000519,CARD_PAYMENT,ECOM,51.31,EUR,M000855,5411,FR,,,D000585,175.9.232.173,FR,False,,,
QPY-T000173307,2026-03-05 18:19:22.462604+00:00,QPY-C000224,QPY-A000224,tok_K000280,CARD_PAYMENT,ECOM,15.81,EUR,M000510,5812,IT,,,D000321,30.32.189.37,IT,False,,,
QPY-T000174488,2026-03-06 08:31:36.892216+00:00,QPY-C002749,QPY-A002749,,TRANSFER,MOBILE,86.48,EUR,,,,B006880,ES,D003916,175.124.207.32,ES,False,,,
QPY-T000176012,2026-03-06 13:10:44.299319+00:00,QPY-C002653,QPY-A002653,tok_K003445,CARD_PAYMENT,ECOM,7.95,EUR,M000165,5411,IT,,,D003788,30.102.156.90,IT,False,,,
QPY-T000176659,2026-03-06 14:31:26.860806+00:00,QPY-C001087,QPY-A001087,tok_K001393,CARD_PAYMENT,ECOM,42.8,EUR,M000881,5411,IT,,,D001552,30.110.118.182,IT,False,,,
QPY-T000179145,2026-03-07 06:31:31.602937+00:00,QPY-C002909,QPY-A002909,tok_K003775,CARD_PAYMENT,ECOM,12.61,EUR,M000761,5812,IT,,,D004132,30.9.208.56,IT,False,,,
QPY-T000180365,2026-03-07 11:11:24.266243+00:00,QPY-C001280,QPY-A001280,tok_K001639,CARD_PAYMENT,ECOM,32.13,EUR,M000378,6051,FR,,,D001826,175.242.251.108,FR,False,,,
QPY-T000180919,2026-03-07 12:15:38.292613+00:00,QPY-C000319,QPY-A000319,tok_K000398,CARD_PAYMENT,ECOM,6.06,EUR,M000838,5812,ES,,,D000452,175.113.41.113,ES,False,,,
QPY-T000183681,2026-03-07 16:51:48.757340+00:00,QPY-C003165,QPY-A003165,tok_K004106,CARD_PAYMENT,ECOM,9.18,EUR,M000648,5812,FR,,,D004493,175.195.147.172,FR,False,,,
QPY-T000185158,2026-03-08 01:46:26.367437+00:00,QPY-C001150,QPY-A001150,tok_K001475,CARD_PAYMENT,ECOM,24.69,EUR,M000731,5812,ES,,,D001643,175.3.1.227,ES,False,,,
QPY-T000186084,2026-03-08 09:28:15.898721+00:00,QPY-C003167,QPY-A003167,tok_K004109,CARD_PAYMENT,ECOM,17.73,EUR,M001082,5541,ES,,,D005439,175.206.192.153,ES,False,,,
QPY-T000186787,2026-03-08 11:18:35.203757+00:00,QPY-C002903,QPY-A002903,tok_K003767,CARD_PAYMENT,ECOM,24.16,EUR,M001041,5691,DE,,,D004123,70.173.226.186,DE,False,,,
QPY-T000187017,2026-03-08 11:45:30.784879+00:00,QPY-C003349,QPY-A003349,tok_K004340,CARD_PAYMENT,POS,80.78,EUR,M000258,4511,FR,,,,,,False,,,
QPY-T000187083,2026-03-08 11:53:36.721177+00:00,QPY-C001376,QPY-A001376,tok_K001767,CARD_PAYMENT,ECOM,12.88,EUR,M001142,5999,ES,,,D001962,175.69.58.192,ES,False,,,
QPY-T000187555,2026-03-08 12:43:49.918782+00:00,QPY-C002571,QPY-A002571,tok_K003338,CARD_PAYMENT,POS,295.31,EUR,M001260,5732,MX,,,,,,True,geo_counterfeit,GEO-0003,2026-03-26 12:18:15.918782+00:00
