transaction_id,event_time,customer_id,account_id,transaction_type,channel,amount,currency,card_token,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country
ALD-T000767862,2026-04-29T04:21:19.243Z,ALD-C002387,ALD-A002387,CARD_PAYMENT,POS,27.96,EUR,tok_K003102,M000848,5999,PT,,,,,
ALD-T000767863,2026-04-29T04:22:12.256Z,ALD-C003738,ALD-A003738,CARD_PAYMENT,ECOM,132.46,EUR,tok_K004854,M000828,5732,PT,,,D005289,79.187.73.206,PT
ALD-T000767864,2026-04-29T04:23:55.867Z,ALD-C003446,ALD-A003446,CARD_PAYMENT,ECOM,69.60,EUR,tok_K004472,M001122,5812,PT,,,D004874,79.100.164.56,PT
ALD-T000767865,2026-04-29T04:25:06.264Z,ALD-C001676,ALD-A001676,CARD_PAYMENT,ECOM,17.46,EUR,tok_K002163,M000346,5411,PT,,,D002412,79.28.230.155,PT
ALD-T000767866,2026-04-29T04:25:45.239Z,ALD-C001299,ALD-A001299,CARD_PAYMENT,POS,2.69,EUR,tok_K001672,M001436,4111,PT,,,,,
ALD-T000767867,2026-04-29T04:31:15.324Z,ALD-C000174,ALD-A000174,CARD_PAYMENT,ECOM,60.19,EUR,tok_K000223,M000069,6051,PT,,,D000251,79.190.118.42,PT
ALD-T000767868,2026-04-29T04:32:02.345Z,ALD-C003396,ALD-A003396,CARD_PAYMENT,POS,44.38,EUR,tok_K004407,M001434,5999,PT,,,,,
ALD-T000767869,2026-04-29T04:33:18.907Z,ALD-C001796,ALD-A001796,CARD_PAYMENT,POS,14.23,EUR,tok_K002324,M000434,5816,PT,,,,,
ALD-T000767870,2026-04-29T04:33:48.346Z,ALD-C003849,ALD-A003849,TRANSFER,WEB,432.42,EUR,,,,,B031935,PT,D005443,79.41.244.180,PT
ALD-T000767871,2026-04-29T04:34:51.835Z,ALD-C003540,ALD-A003540,CARD_PAYMENT,POS,33.12,EUR,tok_K004598,M000890,5411,PT,,,,,
ALD-T000767872,2026-04-29T04:46:51.160Z,ALD-C001698,ALD-A001698,TRANSFER,MOBILE,1565.63,EUR,,,,,B019959,PT,D002447,79.12.95.23,PT
ALD-T000767873,2026-04-29T04:51:47.952Z,ALD-C001042,ALD-A001042,TRANSFER,MOBILE,235.94,EUR,,,,,B002580,PT,D001490,79.235.141.1,PT
ALD-T000767874,2026-04-29T04:52:48.356Z,ALD-C002751,ALD-A002751,CARD_PAYMENT,POS,79.79,EUR,tok_K003577,M001031,5411,PT,,,,,
ALD-T000767875,2026-04-29T04:52:56.948Z,ALD-C003939,ALD-A003939,CARD_PAYMENT,POS,25.22,EUR,tok_K005107,M001494,5812,PT,,,,,
ALD-T000767876,2026-04-29T04:53:30.568Z,ALD-C000724,ALD-A000724,CARD_PAYMENT,ECOM,119.98,EUR,tok_K000933,M001499,5541,PT,,,D001037,79.126.142.34,PT
ALD-T000767877,2026-04-29T04:55:44.957Z,ALD-C000235,ALD-A000235,CARD_PAYMENT,POS,48.79,EUR,tok_K000297,M000582,5816,PT,,,,,
ALD-T000767878,2026-04-29T04:56:54.041Z,ALD-C002488,ALD-A002488,CARD_PAYMENT,POS,187.15,EUR,tok_K003236,M001010,5816,PT,,,,,
ALD-T000767879,2026-04-29T05:01:42.263Z,ALD-C003101,ALD-A003101,CARD_PAYMENT,POS,42.49,EUR,tok_K004030,M000934,5691,PT,,,,,
ALD-T000767880,2026-04-29T05:01:51.391Z,ALD-C003514,ALD-A003514,CARD_PAYMENT,POS,24.25,EUR,tok_K004562,M001385,5411,PT,,,,,
ALD-T000767881,2026-04-29T05:04:08.284Z,ALD-C001664,ALD-A001664,CARD_PAYMENT,POS,19.10,EUR,tok_K002150,M001243,5812,PT,,,,,
ALD-T000767882,2026-04-29T05:04:14.015Z,ALD-C000851,ALD-A000851,TRANSFER,WEB,44.80,EUR,,,,,B014897,PT,D001226,79.53.107.208,PT
ALD-T000767883,2026-04-29T05:06:05.556Z,ALD-C003490,ALD-A003490,CARD_PAYMENT,POS,59.49,EUR,tok_K004530,M001114,5999,PT,,,,,
ALD-T000767884,2026-04-29T05:08:41.339Z,ALD-C001935,ALD-A001935,TRANSFER,MOBILE,737.93,EUR,,,,,B021215,US,D002769,79.71.9.243,PT
ALD-T000767885,2026-04-29T05:12:03.986Z,ALD-C002475,ALD-A002475,TRANSFER,MOBILE,162.96,EUR,,,,,B024329,PT,D003542,79.78.216.81,PT
ALD-T000767886,2026-04-29T05:12:05.762Z,ALD-C002455,ALD-A002455,TRANSFER,WEB,625.17,EUR,,,,,B024204,PT,D005893,79.118.183.214,PT
ALD-T000767887,2026-04-29T05:13:38.571Z,ALD-C003669,ALD-A003669,CARD_PAYMENT,POS,27.02,EUR,tok_K004761,M001208,5812,PT,,,,,
ALD-T000767888,2026-04-29T05:14:28.037Z,ALD-C000904,ALD-A000904,TRANSFER,MOBILE,173.41,EUR,,,,,B002234,PT,D001300,79.129.224.164,PT
ALD-T000767889,2026-04-29T05:19:12.622Z,ALD-C001704,ALD-A001704,TRANSFER,WEB,935.71,EUR,,,,,B004267,PT,D002457,79.48.50.186,PT
ALD-T000767890,2026-04-29T05:20:13.527Z,ALD-C002793,ALD-A002793,CARD_PAYMENT,ECOM,12.97,EUR,tok_K003629,M000981,5411,PT,,,D005925,79.241.140.103,PT
ALD-T000767891,2026-04-29T05:21:03.351Z,ALD-C002203,ALD-A002203,TRANSFER,MOBILE,188.21,EUR,,,,,B005520,PT,D003157,79.230.135.206,PT
ALD-T000767892,2026-04-29T05:25:02.822Z,ALD-C000708,ALD-A000708,CARD_PAYMENT,POS,19.55,EUR,tok_K000910,M000641,5999,PT,,,,,
ALD-T000767893,2026-04-29T05:27:49.555Z,ALD-C000874,ALD-A000874,TRANSFER,WEB,359.60,EUR,,,,,B015065,PT,D001256,79.35.132.102,PT
ALD-T000767894,2026-04-29T05:29:36.036Z,ALD-C003888,ALD-A003888,CARD_PAYMENT,ECOM,64.81,EUR,tok_K005046,M000414,7011,PT,,,D005492,79.178.231.88,PT
ALD-T000767895,2026-04-29T05:30:46.305Z,ALD-C001151,ALD-A001151,TRANSFER,BRANCH,426.76,EUR,,,,,B016648,PT,,,
ALD-T000767896,2026-04-29T05:35:22.450Z,ALD-C001591,ALD-A001591,TRANSFER,WEB,59.51,EUR,,,,,B019359,PT,D002286,79.49.174.71,PT
ALD-T000767897,2026-04-29T05:36:00.194Z,ALD-C002468,ALD-A002468,CARD_PAYMENT,POS,50.20,EUR,tok_K003206,M001455,5691,PT,,,,,
ALD-T000767898,2026-04-29T05:37:58.196Z,ALD-C002487,ALD-A002487,CARD_PAYMENT,ECOM,130.83,EUR,tok_K003235,M000521,5691,PT,,,D003558,79.84.113.16,PT
ALD-T000767899,2026-04-29T05:38:00.263Z,ALD-C002426,ALD-A002426,CARD_PAYMENT,ECOM,68.87,EUR,tok_K003149,M000292,4812,PT,,,D003480,79.99.123.197,PT
ALD-T000767900,2026-04-29T05:39:11.325Z,ALD-C002348,ALD-A002348,CARD_PAYMENT,POS,348.24,EUR,tok_K003050,M001412,5816,PT,,,,,
ALD-T000767901,2026-04-29T05:45:58.582Z,ALD-C000743,ALD-A000743,CARD_PAYMENT,POS,29.72,EUR,tok_K000954,M001036,6051,PT,,,,,
ALD-T000767902,2026-04-29T05:48:00.664Z,ALD-C003605,ALD-A003605,TRANSFER,OPEN_BANKING,498.11,EUR,,,,,B030672,PT,D005101,79.165.143.246,PT
ALD-T000767903,2026-04-29T05:49:27.605Z,ALD-C001951,ALD-A001951,TRANSFER,MOBILE,87.20,EUR,,,,,B021328,PT,D002793,79.167.178.155,PT
ALD-T000767904,2026-04-29T05:49:27.634Z,ALD-C003541,ALD-A003541,CARD_PAYMENT,POS,115.85,EUR,tok_K004599,M000160,5411,PT,,,,,
ALD-T000767905,2026-04-29T05:50:33.311Z,ALD-C003679,ALD-A003679,TRANSFER,MOBILE,279.86,EUR,,,,,B009189,PT,D005203,79.99.91.175,PT
ALD-T000767906,2026-04-29T05:51:36.703Z,ALD-C001532,ALD-A001532,CARD_PAYMENT,POS,33.60,EUR,tok_K001970,M000914,5812,PT,,,,,
ALD-T000767907,2026-04-29T05:51:50.635Z,ALD-C002954,ALD-A002954,TRANSFER,WEB,221.04,EUR,,,,,B007390,PT,D004200,79.86.149.166,PT
ALD-T000767908,2026-04-29T05:52:45.885Z,ALD-C003456,ALD-A003456,CARD_PAYMENT,POS,30.66,EUR,tok_K004486,M000341,5999,PT,,,,,
ALD-T000767909,2026-04-29T05:53:51.346Z,ALD-C002179,ALD-A002179,CARD_PAYMENT,POS,21.76,EUR,tok_K002827,M001460,5691,PT,,,,,
ALD-T000767910,2026-04-29T05:54:46.295Z,ALD-C000761,ALD-A000761,CARD_PAYMENT,ECOM,17.07,EUR,tok_K000974,M000613,5812,PT,,,D001093,79.247.5.79,PT
ALD-T000767911,2026-04-29T06:00:00.000Z,ALD-C000448,ALD-A000448,TRANSFER,MOBILE,224.93,EUR,,,,,B001123,PT,D000636,79.163.140.168,PT
ALD-T000767912,2026-04-29T06:00:00.000Z,ALD-C002573,ALD-A002573,CARD_PAYMENT,POS,6.57,EUR,tok_K003348,M001409,4111,PT,,,,,
ALD-T000767913,2026-04-29T06:00:00.000Z,ALD-C003297,ALD-A003297,CARD_PAYMENT,POS,55.50,EUR,tok_K004280,M001260,5691,PT,,,,,
ALD-T000767914,2026-04-29T06:00:04.000Z,ALD-C001780,ALD-A001780,TRANSFER,WEB,206.17,EUR,,,,,B004452,PT,D002562,79.159.201.240,PT
ALD-T000767915,2026-04-29T06:00:04.000Z,ALD-C002434,ALD-A002434,TRANSFER,MOBILE,848.57,EUR,,,,,B024126,PT,D003491,79.242.238.129,PT
ALD-T000767916,2026-04-29T06:00:05.000Z,ALD-C000396,ALD-A000396,CARD_PAYMENT,POS,30.28,EUR,tok_K000506,M001218,5812,PT,,,,,
ALD-T000767917,2026-04-29T06:00:05.000Z,ALD-C002649,ALD-A002649,CARD_PAYMENT,ECOM,6.47,EUR,tok_K003446,M000775,5816,PT,,,D003785,79.149.98.50,PT
ALD-T000767918,2026-04-29T06:00:05.000Z,ALD-C003956,ALD-A003956,CARD_PAYMENT,POS,30.79,EUR,tok_K005127,M000375,5411,PT,,,,,
ALD-T000767919,2026-04-29T06:00:06.000Z,ALD-C000912,ALD-A000912,CARD_PAYMENT,POS,120.76,EUR,tok_K001169,M001063,5311,PT,,,,,
ALD-T000767920,2026-04-29T06:00:06.000Z,ALD-C002129,ALD-A002129,CARD_PAYMENT,POS,9.48,EUR,tok_K002761,M000855,5411,PT,,,,,
ALD-T000767921,2026-04-29T06:00:06.000Z,ALD-C003233,ALD-A003233,CARD_PAYMENT,ECOM,8.83,EUR,tok_K004198,M000989,5816,PT,,,D004587,79.126.207.90,PT
ALD-T000767922,2026-04-29T06:00:07.000Z,ALD-C001347,ALD-A001347,TRANSFER,MOBILE,1155.45,EUR,,,,,B017830,PT,D001923,79.84.25.145,PT
ALD-T000767923,2026-04-29T06:00:08.000Z,ALD-C001594,ALD-A001594,CARD_PAYMENT,POS,30.37,EUR,tok_K002058,M000652,5411,PT,,,,,
ALD-T000767924,2026-04-29T06:00:08.000Z,ALD-C002316,ALD-A002316,CARD_PAYMENT,ECOM,7.08,EUR,tok_K003003,M000352,5411,PT,,,D003313,79.182.158.162,PT
ALD-T000767925,2026-04-29T06:00:10.000Z,ALD-C000107,ALD-A000107,TRANSFER,MOBILE,548.76,EUR,,,,,B000272,PT,D000153,79.174.216.145,PT
ALD-T000767926,2026-04-29T06:00:10.000Z,ALD-C000502,ALD-A000502,CARD_PAYMENT,POS,33.82,EUR,tok_K000645,M001137,5311,PT,,,,,
ALD-T000767927,2026-04-29T06:00:11.000Z,ALD-C002592,ALD-A002592,CARD_PAYMENT,ECOM,44.03,EUR,tok_K003371,M000145,4111,PT,,,D003707,79.243.34.32,PT
ALD-T000767928,2026-04-29T06:00:11.000Z,ALD-C002615,ALD-A002615,CARD_PAYMENT,ECOM,53.99,EUR,tok_K003403,M000652,5411,PT,,,D003736,79.139.4.126,PT
ALD-T000767929,2026-04-29T06:00:12.000Z,ALD-C000452,ALD-A000452,TRANSFER,MOBILE,88.21,EUR,,,,,B001129,PT,D000643,79.16.220.112,PT
ALD-T000767930,2026-04-29T06:00:12.000Z,ALD-C002946,ALD-A002946,CARD_PAYMENT,POS,65.02,EUR,tok_K003823,M000146,5311,PT,,,,,
ALD-T000767931,2026-04-29T06:00:12.000Z,ALD-C003393,ALD-A003393,CARD_PAYMENT,POS,228.32,EUR,tok_K004404,M000445,4511,PT,,,,,
ALD-T000767932,2026-04-29T06:00:13.000Z,ALD-C001086,ALD-A001086,CARD_PAYMENT,ECOM,63.23,EUR,tok_K001399,M001106,5411,PT,,,D001552,79.135.232.204,PT
ALD-T000767933,2026-04-29T06:00:13.000Z,ALD-C003750,ALD-A003750,CARD_PAYMENT,ECOM,35.74,EUR,tok_K004870,M000980,5691,PT,,,D005307,79.226.142.239,PT
ALD-T000767934,2026-04-29T06:00:14.000Z,ALD-C001084,ALD-A001084,TRANSFER,MOBILE,155.88,EUR,,,,,B016243,PT,D001550,79.73.148.68,PT
ALD-T000767935,2026-04-29T06:00:14.000Z,ALD-C002615,ALD-A002615,CARD_PAYMENT,ECOM,115.47,EUR,tok_K003403,M000375,5411,PT,,,D003736,79.139.4.126,PT
ALD-T000767936,2026-04-29T06:00:15.000Z,ALD-C001992,ALD-A001992,CARD_PAYMENT,POS,133.84,EUR,tok_K002580,M000613,5812,PT,,,,,
ALD-T000767937,2026-04-29T06:00:16.000Z,ALD-C002034,ALD-A002034,CARD_PAYMENT,POS,88.14,EUR,tok_K002638,M000715,5311,PT,,,,,
ALD-T000767938,2026-04-29T06:00:16.000Z,ALD-C002168,ALD-A002168,CARD_PAYMENT,POS,22.47,EUR,tok_K002815,M000598,5691,PT,,,,,
ALD-T000767939,2026-04-29T06:00:16.000Z,ALD-C002908,ALD-A002908,TRANSFER,MOBILE,47.28,EUR,,,,,B007268,PT,D004135,79.168.187.117,PT
ALD-T000767940,2026-04-29T06:00:16.000Z,ALD-C003124,ALD-A003124,CARD_PAYMENT,POS,8.54,EUR,tok_K004061,M000869,5411,PT,,,,,
ALD-T000767941,2026-04-29T06:00:16.000Z,ALD-C003220,ALD-A003220,TRANSFER,MOBILE,104.04,EUR,,,,,B028522,PT,D004570,79.183.150.20,PT
ALD-T000767942,2026-04-29T06:00:17.000Z,ALD-C003664,ALD-A003664,CARD_PAYMENT,POS,62.34,EUR,tok_K004755,M001170,5541,PT,,,,,
ALD-T000767943,2026-04-29T06:00:18.000Z,ALD-C002053,ALD-A002053,CARD_PAYMENT,POS,17.11,EUR,tok_K002660,M000158,5691,PT,,,,,
ALD-T000767944,2026-04-29T06:00:18.000Z,ALD-C003225,ALD-A003225,CARD_PAYMENT,ECOM,504.35,EUR,tok_K004187,M000045,5732,PT,,,D004576,79.75.219.155,PT
ALD-T000767945,2026-04-29T06:00:19.000Z,ALD-C002807,ALD-A002807,CARD_PAYMENT,POS,18.32,EUR,tok_K003646,M000207,4111,PT,,,,,
ALD-T000767946,2026-04-29T06:00:19.000Z,ALD-C003339,ALD-A003339,CARD_PAYMENT,POS,51.60,EUR,tok_K004332,M000575,5691,PT,,,,,
ALD-T000767947,2026-04-29T06:00:20.000Z,ALD-C001714,ALD-A001714,CARD_PAYMENT,POS,19.56,EUR,tok_K002218,M000578,5311,PT,,,,,
ALD-T000767948,2026-04-29T06:00:21.000Z,ALD-C001180,ALD-A001180,TRANSFER,WEB,222.10,EUR,,,,,B016804,PT,D001686,79.75.189.81,PT
ALD-T000767949,2026-04-29T06:00:21.000Z,ALD-C001183,ALD-A001183,CARD_PAYMENT,POS,461.09,EUR,tok_K001521,M000441,5311,PT,,,,,
ALD-T000767950,2026-04-29T06:00:22.000Z,ALD-C002573,ALD-A002573,TRANSFER,WEB,497.43,EUR,,,,,B006446,PT,D003681,79.248.53.198,PT
ALD-T000767951,2026-04-29T06:00:23.000Z,ALD-C000147,ALD-A000147,CARD_PAYMENT,ECOM,85.83,EUR,tok_K000183,M000264,5411,PT,,,D000209,79.188.247.125,PT
ALD-T000767952,2026-04-29T06:00:23.000Z,ALD-C000147,ALD-A000147,CARD_PAYMENT,ECOM,71.60,EUR,tok_K000183,M000498,5812,PT,,,D000209,79.188.247.125,PT
ALD-T000767953,2026-04-29T06:00:23.000Z,ALD-C000514,ALD-A000514,CARD_PAYMENT,ECOM,6.77,EUR,tok_K000660,M000336,8398,PT,,,D000732,79.13.214.214,PT
ALD-T000767954,2026-04-29T06:00:23.000Z,ALD-C002645,ALD-A002645,CARD_PAYMENT,POS,44.19,EUR,tok_K003440,M000644,5541,PT,,,,,
ALD-T000767955,2026-04-29T06:00:24.000Z,ALD-C002865,ALD-A002865,CARD_PAYMENT,ECOM,3.70,EUR,tok_K003724,M000757,4111,PT,,,D004072,79.115.148.248,PT
ALD-T000767956,2026-04-29T06:00:26.000Z,ALD-C000359,ALD-A000359,TRANSFER,WEB,372.01,EUR,,,,,B000886,PT,D005672,79.217.220.213,PT
ALD-T000767957,2026-04-29T06:00:26.000Z,ALD-C001646,ALD-A001646,CARD_PAYMENT,POS,54.66,EUR,tok_K002130,M001301,5999,PT,,,,,
ALD-T000767958,2026-04-29T06:00:27.000Z,ALD-C002316,ALD-A002316,CARD_PAYMENT,ECOM,6.20,EUR,tok_K003003,M000242,4111,PT,,,D003313,79.182.158.162,PT
ALD-T000767959,2026-04-29T06:00:27.000Z,ALD-C003195,ALD-A003195,CARD_PAYMENT,POS,604.70,EUR,tok_K004149,M001105,5732,PT,,,,,
ALD-T000767960,2026-04-29T06:00:30.000Z,ALD-C000154,ALD-A000154,TRANSFER,MOBILE,936.27,EUR,,,,,B010959,PT,D000222,79.63.188.33,PT
ALD-T000767961,2026-04-29T06:00:30.000Z,ALD-C002554,ALD-A002554,TRANSFER,BRANCH,113.53,EUR,,,,,B024809,PT,,,
ALD-T000767962,2026-04-29T06:00:30.000Z,ALD-C003794,ALD-A003794,CARD_PAYMENT,POS,12.40,EUR,tok_K004926,M001400,5812,PT,,,,,
ALD-T000767963,2026-04-29T06:00:33.000Z,ALD-C001248,ALD-A001248,CARD_PAYMENT,ECOM,30.26,EUR,tok_K001604,M000967,5812,PT,,,D001782,79.199.100.164,PT
ALD-T000767964,2026-04-29T06:00:33.000Z,ALD-C001780,ALD-A001780,CARD_PAYMENT,POS,260.07,EUR,tok_K002304,M000388,5816,PT,,,,,
ALD-T000767965,2026-04-29T06:00:33.000Z,ALD-C002137,ALD-A002137,CARD_PAYMENT,POS,7.60,EUR,tok_K002770,M000268,5541,PT,,,,,
ALD-T000767966,2026-04-29T06:00:33.000Z,ALD-C002254,ALD-A002254,CARD_PAYMENT,POS,54.37,EUR,tok_K002925,M000386,5999,PT,,,,,
ALD-T000767967,2026-04-29T06:00:33.000Z,ALD-C002778,ALD-A002778,TRANSFER,MOBILE,170.89,EUR,,,,,B025981,PT,D003948,79.16.232.124,PT
ALD-T000767968,2026-04-29T06:00:33.000Z,ALD-C002859,ALD-A002859,CARD_PAYMENT,ECOM,17.25,EUR,tok_K003717,M000321,5812,PT,,,D004063,79.217.204.13,PT
ALD-T000767969,2026-04-29T06:00:33.000Z,ALD-C002946,ALD-A002946,CARD_PAYMENT,POS,17.01,EUR,tok_K003823,M000970,5999,PT,,,,,
ALD-T000767970,2026-04-29T06:00:33.000Z,ALD-C003042,ALD-A003042,TRANSFER,WEB,38.53,EUR,,,,,B027578,PT,D004330,79.75.95.63,PT
ALD-T000767971,2026-04-29T06:00:34.000Z,ALD-C002859,ALD-A002859,CARD_PAYMENT,POS,20.72,EUR,tok_K003717,M001235,5411,PT,,,,,
ALD-T000767972,2026-04-29T06:00:36.000Z,ALD-C003791,ALD-A003791,CARD_PAYMENT,POS,188.49,EUR,tok_K004921,M000684,6051,PT,,,,,
ALD-T000767973,2026-04-29T06:00:37.000Z,ALD-C000771,ALD-A000771,TRANSFER,MOBILE,99.67,EUR,,,,,B014414,PT,D005715,79.156.60.226,PT
ALD-T000767974,2026-04-29T06:00:38.000Z,ALD-C001613,ALD-A001613,CARD_PAYMENT,POS,11.27,EUR,tok_K002081,M000346,5411,PT,,,,,
ALD-T000767975,2026-04-29T06:00:38.000Z,ALD-C002590,ALD-A002590,CARD_PAYMENT,ECOM,145.87,EUR,tok_K003369,M000422,5732,PT,,,D003704,79.186.254.217,PT
ALD-T000767976,2026-04-29T06:00:39.000Z,ALD-C000178,ALD-A000178,CARD_PAYMENT,ECOM,8.47,EUR,tok_K000228,M000013,5691,PT,,,D005657,79.2.87.149,PT
ALD-T000767977,2026-04-29T06:00:39.000Z,ALD-C000597,ALD-A000597,TRANSFER,WEB,167.13,EUR,,,,,B001496,PT,D005695,79.249.71.161,PT
ALD-T000767978,2026-04-29T06:00:40.000Z,ALD-C000107,ALD-A000107,TRANSFER,MOBILE,1188.98,EUR,,,,,B010707,PT,D000153,79.174.216.145,PT
ALD-T000767979,2026-04-29T06:00:40.000Z,ALD-C001940,ALD-A001940,CARD_PAYMENT,ECOM,9.27,EUR,tok_K002513,M000766,5812,PT,,,D002776,79.74.139.115,PT
ALD-T000767980,2026-04-29T06:00:40.000Z,ALD-C002468,ALD-A002468,CARD_PAYMENT,POS,143.57,EUR,tok_K003206,M000158,5691,PT,,,,,
ALD-T000767981,2026-04-29T06:00:40.000Z,ALD-C002760,ALD-A002760,CARD_PAYMENT,ECOM,18.25,EUR,tok_K003589,M001020,5311,PT,,,D003926,79.33.199.50,PT
ALD-T000767982,2026-04-29T06:00:41.000Z,ALD-C003033,ALD-A003033,TRANSFER,MOBILE,211.07,EUR,,,,,B027556,PT,D004317,79.167.206.159,PT
ALD-T000767983,2026-04-29T06:00:42.000Z,ALD-C001323,ALD-A001323,CARD_PAYMENT,POS,119.74,EUR,tok_K001705,M000875,5411,PT,,,,,
ALD-T000767984,2026-04-29T06:00:42.000Z,ALD-C001940,ALD-A001940,TRANSFER,MOBILE,77.13,EUR,,,,,B004856,PT,D002776,79.74.139.115,PT
ALD-T000767985,2026-04-29T06:00:42.000Z,ALD-C002316,ALD-A002316,CARD_PAYMENT,POS,4.38,EUR,tok_K003003,M000984,5541,PT,,,,,
ALD-T000767986,2026-04-29T06:00:42.000Z,ALD-C002490,ALD-A002490,CARD_PAYMENT,POS,15.15,EUR,tok_K003238,M000253,5411,PT,,,,,
ALD-T000767987,2026-04-29T06:00:42.000Z,ALD-C003783,ALD-A003783,CARD_PAYMENT,POS,8.31,EUR,tok_K004913,M000139,5816,PT,,,,,
ALD-T000767988,2026-04-29T06:00:43.000Z,ALD-C002736,ALD-A002736,CARD_PAYMENT,POS,114.79,EUR,tok_K003558,M000203,5411,PT,,,,,
ALD-T000767989,2026-04-29T06:00:44.000Z,ALD-C003625,ALD-A003625,TRANSFER,MOBILE,258.94,EUR,,,,,B030785,PT,D005128,79.218.206.153,PT
ALD-T000767990,2026-04-29T06:00:45.000Z,ALD-C001220,ALD-A001220,CARD_PAYMENT,POS,83.19,EUR,tok_K001570,M000387,5999,PT,,,,,
ALD-T000767991,2026-04-29T06:00:45.000Z,ALD-C001730,ALD-A001730,TRANSFER,MOBILE,120.81,EUR,,,,,B004332,PT,D002494,79.226.240.68,PT
ALD-T000767992,2026-04-29T06:00:46.000Z,ALD-C002034,ALD-A002034,CARD_PAYMENT,ECOM,181.16,EUR,tok_K002637,M000670,5812,PT,,,D005856,79.70.250.159,PT
ALD-T000767993,2026-04-29T06:00:46.000Z,ALD-C003738,ALD-A003738,CARD_PAYMENT,POS,75.92,EUR,tok_K004854,M001471,5311,PT,,,,,
ALD-T000767994,2026-04-29T06:00:47.000Z,ALD-C000210,ALD-A000210,CARD_PAYMENT,POS,42.10,EUR,tok_K000268,M000239,5311,PT,,,,,
ALD-T000767995,2026-04-29T06:00:47.000Z,ALD-C001237,ALD-A001237,CARD_PAYMENT,POS,68.51,EUR,tok_K001590,M000298,5411,PT,,,,,
ALD-T000767996,2026-04-29T06:00:47.000Z,ALD-C001860,ALD-A001860,TRANSFER,WEB,47.31,EUR,,,,,B004648,PT,D002667,79.42.186.57,PT
ALD-T000767997,2026-04-29T06:00:47.000Z,ALD-C003484,ALD-A003484,CARD_PAYMENT,ECOM,588.20,EUR,tok_K004523,M000819,7011,PT,,,D004926,79.135.224.189,PT
ALD-T000767998,2026-04-29T06:00:47.000Z,ALD-C003891,ALD-A003891,CARD_PAYMENT,ECOM,48.45,EUR,tok_K005049,M001062,5999,PT,,,D005495,79.88.22.157,PT
ALD-T000767999,2026-04-29T06:00:49.000Z,ALD-C000487,ALD-A000487,CARD_PAYMENT,POS,8.73,EUR,tok_K000626,M000228,5411,PT,,,,,
ALD-T000768000,2026-04-29T06:00:49.000Z,ALD-C001607,ALD-A001607,TRANSFER,MOBILE,548.23,EUR,,,,,B019472,PT,D002312,79.189.236.212,PT
ALD-T000768001,2026-04-29T06:00:50.000Z,ALD-C000706,ALD-A000706,CARD_PAYMENT,POS,9.06,EUR,tok_K000908,M001244,5411,PT,,,,,
ALD-T000768002,2026-04-29T06:00:50.000Z,ALD-C001768,ALD-A001768,CARD_PAYMENT,POS,57.12,EUR,tok_K002288,M000515,5411,PT,,,,,
ALD-T000768003,2026-04-29T06:00:50.000Z,ALD-C002077,ALD-A002077,CARD_PAYMENT,POS,196.18,EUR,tok_K002693,M000130,5541,PT,,,,,
ALD-T000768004,2026-04-29T06:00:50.000Z,ALD-C002349,ALD-A002349,TRANSFER,MOBILE,573.38,EUR,,,,,B005887,PT,D003363,79.134.52.143,PT
ALD-T000768005,2026-04-29T06:00:50.000Z,ALD-C003787,ALD-A003787,CARD_PAYMENT,POS,394.43,EUR,tok_K004917,M000771,5411,PT,,,,,
ALD-T000768006,2026-04-29T06:00:51.000Z,ALD-C001512,ALD-A001512,TRANSFER,MOBILE,101.88,EUR,,,,,B018856,PT,D002167,79.224.178.28,PT
ALD-T000768007,2026-04-29T06:00:51.000Z,ALD-C003276,ALD-A003276,CARD_PAYMENT,POS,18.10,EUR,tok_K004255,M001151,5411,PT,,,,,
ALD-T000768008,2026-04-29T06:00:51.000Z,ALD-C003787,ALD-A003787,CARD_PAYMENT,POS,205.09,EUR,tok_K004917,M000203,5411,PT,,,,,
ALD-T000768009,2026-04-29T06:00:51.094Z,ALD-C001553,ALD-A001553,TRANSFER,MOBILE,1323.41,EUR,,,,,B003881,PT,D002233,79.62.244.157,PT
ALD-T000768010,2026-04-29T06:00:52.000Z,ALD-C000113,ALD-A000113,CARD_PAYMENT,ECOM,12.86,EUR,tok_K000141,M000014,4812,PT,,,D000161,79.144.102.203,PT
ALD-T000768011,2026-04-29T06:00:52.000Z,ALD-C000530,ALD-A000530,CARD_PAYMENT,POS,87.73,EUR,tok_K000682,M000419,5691,PT,,,,,
ALD-T000768012,2026-04-29T06:00:52.000Z,ALD-C000989,ALD-A000989,CARD_PAYMENT,POS,16.89,EUR,tok_K001271,M000253,5411,PT,,,,,
ALD-T000768013,2026-04-29T06:00:52.000Z,ALD-C002934,ALD-A002934,CARD_PAYMENT,ECOM,47.31,EUR,tok_K003807,M000997,5732,PT,,,D004169,79.150.183.202,PT
ALD-T000768014,2026-04-29T06:00:52.000Z,ALD-C002945,ALD-A002945,CARD_PAYMENT,ECOM,23.45,EUR,tok_K003822,M000796,5541,PT,,,D004185,79.114.15.109,PT
ALD-T000768015,2026-04-29T06:00:53.000Z,ALD-C000498,ALD-A000498,CARD_PAYMENT,POS,45.34,EUR,tok_K000640,M000356,5691,PT,,,,,
